Age,Sex,Job,Housing,Savings account,Checking account,Credit amount,Duration,Purpose,description,target
26,male,2,own,little,moderate,1201,24,car,"""""""

        This 26-year-old male customer is a skilled worker who owns his residence. He has a moderate current account and a small savings account, and is seeking a €1,201 loan to finance a car purchase, which he intends to repay over 24 months.",good risk
57,female,2,rent,rich,little,3622,30,furniture/equipment,"""""""

        Here is the description of the bank customer:

This 57-year-old female customer, classified as skilled, currently rents her residence. She has a rich savings account and a relatively small current account, and is seeking a €3,622 loan to be repaid over 30 months, which she intends to use for furniture and equipment purchases.",good risk
30,female,2,own,rich,unknown,960,15,furniture/equipment,"""""""

description = ""This 30-year-old female customer is a skilled worker who owns her residence. She has a rich savings account, but no information is available about her checking account. She is seeking a €960 loan for 15 months to purchase furniture and equipment.""

# Output: description
print(description)",good risk
44,male,2,own,quite rich,unknown,1163,12,car,"""""""

        The customer is a 44-year-old male with a skilled occupation, who owns his residence. He has a substantial savings account, although there is no information available about his checking account. He is seeking a €1,163 loan for 12 months to finance a car purchase.",good risk
47,male,3,own,little,moderate,1209,6,car,"""""""

        This 47-year-old male customer, classified as highly skilled, is a homeowner with a moderate current account balance and a relatively small savings account. He has requested a €1,209 loan for a 6-month period to finance a car purchase.",good risk
52,male,2,own,little,unknown,3077,12,radio/TV,"""""""

        This 52-year-old male customer, classified as skilled, is a homeowner. He has a limited savings account, but there is no information available about his checking account. He is seeking a €3,077 loan for 12 months to purchase a radio or TV.",good risk
62,female,2,free,little,unknown,3757,24,car,"""""""

        This 62-year-old female customer, employed in a skilled profession, owns her residence outright. She has a limited savings account and has requested a €3,757 loan to finance a car purchase, seeking to repay the amount over 24 months; however, no information is available regarding her checking account.",good risk
35,male,1,rent,moderate,unknown,1418,10,car,"""""""

        This 35-year-old male customer, who is an unskilled worker and resident, rents his home and has a moderate savings account. He is seeking a €1,418 loan to purchase a car, with a repayment term of 10 months, although no information is available regarding his checking account.",bad risk
26,male,2,rent,little,unknown,3518,6,car,"""""""

        The customer is a 26-year-old male with a skilled occupation, who currently rents his residence. He has a limited savings account and has requested a €3,518 loan for a 6-month period to finance a car purchase, although no information is available regarding his checking account.",good risk
26,male,2,own,little,unknown,1934,12,radio/TV,"""""""

customer_description = ""The customer is a 26-year-old male with a skilled occupation, who owns his residence. He has a small savings account, but there is no information available about his checking account. He is requesting a €1,934 loan for a 12-month period to purchase a radio/TV, indicating a relatively short-term financial commitment.""",good risk
42,female,3,free,little,moderate,8318,27,business,"""""""

        This 42-year-old female customer, classified as highly skilled, owns her residence outright. She has a moderate current account balance and a relatively small savings account, and is seeking a €8,318 loan for business purposes, to be repaid over 27 months.",good risk
27,female,2,own,moderate,unknown,1237,6,radio/TV,"""""""

customer_description = ""This 27-year-old female customer is a skilled worker who owns her residence. She has a moderate savings account, but no information is available about her checking account. She is seeking a €1,237 loan for a radio/TV purchase, which she intends to repay over a 6-month period.""",good risk
38,male,2,own,unknown,moderate,368,6,radio/TV,"""""""

        This 38-year-old male customer is a skilled worker who owns his residence. He has a moderate current account and is seeking a €368 loan for a 6-month period to purchase a radio or TV, although no information is available about his savings account.",good risk
39,male,1,rent,little,little,2122,12,car,"""""""

customer_description = ""This 39-year-old male customer is an unskilled worker and resident, currently renting his accommodation. He has limited savings and checking accounts, and is seeking a €2,122 loan to finance a car purchase, with a repayment term of 12 months.""",bad risk
20,male,2,own,unknown,little,2996,24,furniture/equipment,"""""""

The customer is a 20-year-old male with a skilled occupation, who owns his residence. He has a limited current account balance, but no information is available regarding his savings account. He is seeking a €2,996 loan to purchase furniture and equipment, which he intends to repay over a 24-month period.",good risk
29,male,3,rent,moderate,moderate,9034,36,furniture/equipment,"""""""

        This 29-year-old male customer is a highly skilled worker who rents his residence. He has moderate savings and current accounts, and is seeking a €9,034 loan to be repaid over 36 months, specifically to purchase furniture and equipment.",good risk
40,male,2,own,little,unknown,1585,24,furniture/equipment,"""""""

        This 40-year-old male customer, employed in a skilled profession, is a homeowner with limited savings. He has requested a €1,585 loan to finance furniture and equipment, to be repaid over 24 months, although no information is available regarding his checking account.",good risk
32,male,1,own,little,moderate,1301,18,radio/TV,"""""""

    This 32-year-old male customer is a resident with unskilled work, owning his residence. He has a moderate current account and a small savings account, and is seeking a €1,301 loan for 18 months to purchase a radio or TV.",bad risk
28,male,2,own,moderate,rich,1323,6,car,"""""""

        This 28-year-old male customer is a skilled worker who owns his residence. He has a moderate savings account and a rich current account, and is seeking a €1,323 loan for a car purchase, to be repaid over a 6-month period.",good risk
27,female,2,own,little,little,3123,24,car,"""""""

customer_description = ""This 27-year-old female customer, classified as skilled, is a homeowner. She has limited savings and current accounts, and is seeking a €3,123 loan to finance a car purchase, with a repayment period of 24 months.""",good risk
42,male,2,free,little,little,5493,36,car,"""""""

description = ""This 42-year-old male customer is a skilled worker who owns his residence outright. He has limited savings and current accounts, and is seeking a €5,493 loan to purchase a car, which he intends to repay over 36 months.""",good risk
49,male,2,own,moderate,rich,1126,9,radio/TV,"""""""

        This 49-year-old male customer, employed in a skilled profession, is a homeowner with a moderate savings account and a rich current account. He has requested a €1,126 loan to be repaid over 9 months, with the purpose of purchasing a radio or TV.",good risk
38,male,2,own,moderate,moderate,1216,24,radio/TV,"""""""

customer_description = ""This 38-year-old male customer is a skilled worker who owns his residence. He has moderate savings and current accounts, and is seeking a €1,216 loan for 24 months to purchase a radio or TV.""",good risk
24,female,2,rent,little,little,1207,24,car,"""""""

        The customer is a 24-year-old female with a skilled occupation, currently renting her residence. She has limited savings and checking accounts, and is seeking a €1,207 loan to finance a car purchase, with a repayment term of 24 months.",good risk
27,male,1,own,unknown,unknown,1309,10,car,"""""""

        This 27-year-old male customer is an unskilled worker residing in his own home. He has requested a loan of €1,309 to purchase a car, with a repayment period of 10 months; however, no information is available regarding his savings or checking account history.",bad risk
36,male,2,own,quite rich,rich,2360,15,car,"""""""

        The customer is a 36-year-old male with a skilled occupation, who owns his residence. He has a substantial amount of savings, with a quite rich savings account and a rich current account. He is requesting a €2,360 loan to finance the purchase of a car, with a repayment period of 15 months.",good risk
34,male,3,own,moderate,moderate,6850,15,car,"""""""

        The customer is a 34-year-old male with a highly skilled occupation, who owns his residence. He has moderate savings and current accounts, and is seeking a €6,850 loan to finance a car purchase, with a repayment period of 15 months.",good risk
28,male,2,own,little,unknown,1413,24,radio/TV,"""""""

        The customer is a 28-year-old male with a skilled occupation, who owns his residence. He has a small savings account, but there is no information available regarding his checking account. He is seeking a €1,413 loan for a radio/TV purchase, to be repaid over a 24-month period.",good risk
45,male,3,own,moderate,unknown,8588,39,car,"""""""

        The customer is a 45-year-old male with a highly skilled occupation, who owns his residence. He has a moderate savings account, but no information is available about his checking account. He is requesting a €8,588 loan for the purpose of purchasing a car, to be repaid over a period of 39 months.",good risk
26,male,2,own,little,little,759,12,car,"""""""

customer_description = ""This 26-year-old male customer, classified as skilled, is a homeowner. He has limited savings and checking accounts, and is seeking a €759 loan for 12 months to finance a car purchase.""",good risk
32,male,3,free,little,unknown,4686,36,car,"""""""

        The customer is a 32-year-old male with a highly skilled occupation, who owns his residence free of mortgage. He has a small savings account, but no information is available regarding his checking account. He is seeking a €4,686 loan to purchase a car, with a repayment term of 36 months.",good risk
26,male,2,rent,little,rich,2687,15,business,"""""""

        This 26-year-old male customer, classified as skilled, currently rents his residence. He has a limited savings account but a substantial current account, and is seeking a €2,687 loan for business purposes, to be repaid over 15 months.",good risk
20,male,2,rent,little,moderate,585,12,radio/TV,"""""""

customer_description = ""This 20-year-old male customer is a skilled worker who rents his residence. He has a moderate current account and a small savings account, and is seeking a €585 loan for 12 months to purchase a radio or TV.""",bad risk
54,male,2,own,unknown,unknown,2255,24,car,"""""""

The customer is a 54-year-old male with a skilled occupation, who owns his residence. He has requested a loan of €2,255 to finance a car purchase, with a repayment term of 24 months. No information is available regarding his savings or checking account history.",good risk
37,female,2,own,little,little,609,6,car,"""""""

        This 37-year-old female customer is a skilled worker who owns her residence. She has limited savings and checking accounts, and is seeking a €609 loan for 6 months to finance a car purchase.",good risk
40,male,1,own,little,little,1361,6,car,"""""""

        The customer is a 40-year-old male who is an unskilled worker and a resident. He owns his home and has limited savings and checking accounts. He is seeking a €1,361 loan for 6 months to purchase a car.",bad risk
23,female,2,rent,little,unknown,7127,36,furniture/equipment,"""""""

    The customer is a 23-year-old female with a skilled occupation, currently renting her residence. She has a limited savings account and has requested a €7,127 loan for furniture and equipment, to be repaid over 36 months, although no information is available regarding her checking account.",bad risk
43,male,2,own,moderate,little,1203,6,car,"""""""

        This 43-year-old male customer, employed in a skilled profession, is a homeowner with a moderate savings account and limited current account funds. He is seeking a €1,203 loan to finance a car purchase, with a repayment term of 6 months.",good risk
36,male,2,free,unknown,unknown,700,6,radio/TV,"""""""

        The customer is a 36-year-old male with a skilled occupation, who owns his residence. He has requested a €700 loan for a period of 6 months to purchase a radio or TV. No information is available regarding his savings or checking account.",good risk
44,male,2,free,little,unknown,5507,24,repairs,"""""""

    The customer is a 44-year-old male with a skilled occupation, who owns his residence outright. He has a limited savings account and has requested a €5,507 loan for 24 months to finance repairs, although no information is available regarding his checking account.",good risk
24,female,2,own,little,little,3190,18,radio/TV,"""""""

        This 24-year-old female customer is a skilled worker who owns her residence. She has limited savings and current accounts, and is seeking a €3,190 loan for 18 months to purchase a radio or TV.",good risk
53,male,2,free,little,little,7119,48,furniture/equipment,"""""""

customer_description = ""This 53-year-old male customer, classified as skilled, owns his residence and has limited savings and checking accounts. He is seeking a €7,119 loan to finance furniture and equipment, with a repayment term of 48 months.""",good risk
23,female,2,own,moderate,unknown,3488,24,car,"""""""

        The customer is a 23-year-old female with a skilled occupation, who owns her residence. She has a moderate savings account, but no information is available regarding her checking account. She is requesting a €3,488 loan for a car, to be repaid over a 24-month period.",good risk
26,female,1,own,little,moderate,1113,18,radio/TV,"""""""

        This 26-year-old female customer is an unskilled worker residing in her own home. She has a moderate current account balance and a relatively small savings account, and is seeking a €1,113 loan to be repaid over 18 months, which she intends to use to purchase a radio or TV.",bad risk
30,male,2,own,little,moderate,7966,26,car,"""""""

        This 30-year-old male customer is a skilled worker who owns his residence. He has a moderate current account and a small savings account, and is seeking a €7,966 loan to finance a car purchase, which he intends to repay over 26 months.",good risk
31,female,2,own,moderate,unknown,1532,15,education,"""""""

        This 31-year-old female customer is a skilled worker who owns her residence. She has a moderate savings account, but no information is available about her checking account. She is seeking a €1,532 loan for educational purposes, which she intends to repay over 15 months.",good risk
42,male,1,own,little,unknown,1503,4,radio/TV,"""""""

        This 42-year-old male customer, who is an unskilled worker and resident, owns his home and has a small savings account. He has requested a €1,503 loan for a radio/TV purchase, to be repaid over a 4-month period, although no information is available regarding his checking account.",bad risk
31,male,2,rent,little,little,2302,36,radio/TV,"""""""

customer_description = ""This 31-year-old male customer, classified as skilled, currently rents his residence. He has limited savings and checking accounts, and is seeking a €2,302 loan to finance a radio/TV purchase, which he intends to repay over 36 months.""",bad risk
41,male,1,own,little,little,662,6,car,"""""""

        This 41-year-old male customer is an unskilled worker residing in his own home. He has limited savings and current accounts, and is seeking a €662 loan for a car, to be repaid over a 6-month period.",bad risk
32,male,2,own,little,moderate,2273,36,education,"""""""

description = ""This 32-year-old male customer, employed in a skilled profession, is a homeowner with a moderate current account balance and limited savings. He is seeking a €2,273 loan, repayable over 36 months, to fund his education.""
```",good risk
28,female,2,rent,moderate,moderate,2631,15,car,"""""""

        This 28-year-old female customer is a skilled worker who rents her accommodation. She has moderate savings and current accounts, and is seeking a €2,631 loan to purchase a car, which she intends to repay over 15 months.",good risk
41,male,2,rent,little,unknown,1503,12,car,"""""""

        This 41-year-old male customer, employed in a skilled profession, currently rents his residence. He has a limited savings account and has requested a €1,503 loan for the purpose of purchasing a car, to be repaid over a 12-month period; however, no information is available regarding his checking account.",good risk
26,male,2,own,moderate,unknown,1311,24,radio/TV,"""""""

        This 26-year-old male customer, employed in a skilled profession, is a homeowner with a moderate savings account. He has requested a €1,311 loan for a 24-month period to purchase a radio or TV, although no information is available regarding his checking account.",good risk
25,male,2,own,unknown,unknown,3105,24,radio/TV,"""""""

        This 25-year-old male customer is a skilled worker who owns his residence. He has requested a €3,105 loan for a radio/TV purchase, to be repaid over 24 months, although no information is available regarding his savings or checking account history.",good risk
33,male,2,rent,little,rich,2319,21,education,"""""""

        This 33-year-old male customer, employed in a skilled profession, rents his accommodation. He has a modest savings account but a substantial current account, and is seeking a €2,319 loan for educational purposes, to be repaid over 21 months.",good risk
75,female,3,own,unknown,little,1374,6,car,"""""""

        This 75-year-old female customer is a highly skilled worker who owns her residence. She has a limited current account balance, but no information is available regarding her savings account; she is seeking a €1,374 loan for a car purchase, to be repaid over a 6-month period.",bad risk
37,female,2,own,little,moderate,3612,18,furniture/equipment,"""""""

customer_description = ""This 37-year-old female customer, classified as skilled in her profession, is a homeowner with a moderate current account balance and a relatively small savings account. She has requested a €3,612 loan to be repaid over 18 months, with the purpose of purchasing furniture and equipment.""",good risk
42,male,3,free,little,little,7763,48,car,"""""""

        The 42-year-old male customer is a highly skilled worker who owns his residence outright. He has limited savings and checking accounts, and is seeking a €7,763 loan to purchase a car, which he intends to repay over a 48-month period.",good risk
45,female,1,own,little,rich,3049,18,furniture/equipment,"""""""

        The customer is a 45-year-old female, residing in her own home, and employed in an unskilled occupation. She has a limited savings account but a substantial current account, and is seeking a €3,049 loan to be repaid over 18 months, specifically to purchase furniture and equipment.",good risk
23,male,2,rent,little,moderate,1534,12,radio/TV,"""""""

description = ""This 23-year-old male customer is a skilled worker who rents his residence. He has a moderate current account and a small savings account, and is seeking a €1,534 loan for 12 months to purchase a radio or TV.""",bad risk
60,male,2,free,little,unknown,2032,24,car,"""""""

        The customer is a 60-year-old male with a skilled occupation, who owns his residence outright. He has a limited savings account and has requested a €2,032 loan to purchase a car, which he intends to repay over 24 months; however, no information is available regarding his checking account.",good risk
31,male,2,own,unknown,little,6350,30,furniture/equipment,"""""""

        This 31-year-old male customer, classified as skilled, is a homeowner. He has a limited current account balance, and there is no information available regarding his savings account. He is seeking a €6,350 loan to be repaid over 30 months, which he intends to use for furniture and equipment purchases.",good risk
34,male,1,own,little,rich,2864,18,furniture/equipment,"""""""

        The 34-year-old male customer, who is an unskilled worker and resident, owns his home and has a modest savings account, but a substantial current account. He is seeking a €2,864 loan to be repaid over 18 months, which he intends to use for purchasing furniture and equipment.",bad risk
61,male,1,own,little,unknown,1255,12,car,"""""""

        The customer is a 61-year-old male, residing in his own home, and employed in an unskilled occupation. He has a limited savings account and has requested a €1,255 loan to purchase a car, with a repayment term of 12 months; however, no information is available regarding his checking account.",bad risk
43,male,2,free,little,little,1333,24,car,"""""""

        This 43-year-old male customer, employed in a skilled profession, owns his residence free of mortgage. He has limited savings and current accounts, and is seeking a €1,333 loan to finance a car purchase, which he intends to repay over a 24-month period.",good risk
37,female,2,own,little,unknown,2022,24,car,"""""""

        The customer is a 37-year-old female with a skilled occupation, who owns her residence. She has a limited savings account and has requested a €2,022 loan to finance a car purchase, with a repayment period of 24 months. No information is available regarding her checking account.",good risk
32,male,2,own,little,unknown,1552,24,radio/TV,"""""""

        The customer is a 32-year-old male with a skilled occupation, who owns his residence. He has a limited savings account and has requested a €1,552 loan for 24 months to purchase a radio or TV, although no information is available about his checking account.",good risk
24,female,1,own,little,little,626,12,radio/TV,"""""""

        This 24-year-old female customer, who is an unskilled worker and resident, owns her home and has limited savings and current accounts. She is seeking a €626 loan for 12 months to purchase a radio or TV, indicating a relatively modest financial requirement.",bad risk
35,male,2,free,unknown,unknown,8858,48,car,"""""""

        This 35-year-old male customer, classified as skilled, owns his residence outright. He is seeking a €8,858 loan to finance a car purchase, with a repayment term of 48 months; however, no information is available regarding his savings or checking account history.",good risk
23,female,2,own,unknown,unknown,996,12,repairs,"""""""

        The customer is a 23-year-old female with a skilled occupation, who owns her residence. She has requested a loan of €996 to be repaid over 12 months, with the purpose of financing repairs. No information is available regarding her savings or checking account.",good risk
45,male,1,own,quite rich,unknown,1750,6,radio/TV,"""""""

        The customer is a 45-year-old male who works in an unskilled capacity and resides in his own home. He has a substantial savings account, but there is no information available regarding his checking account. He is seeking a €1,750 loan for a period of 6 months to purchase a radio or TV.",bad risk
34,male,2,own,little,little,6999,48,radio/TV,"""""""

        The customer is a 34-year-old male with a skilled occupation, who owns his residence. He has limited savings and current accounts, and is seeking a €6,999 loan for a radio/TV purchase, to be repaid over 48 months.",good risk
27,male,2,own,moderate,moderate,1995,12,car,"""""""

customer_description = ""This 27-year-old male customer is a skilled worker who owns his residence. He has moderate savings and current accounts, and is seeking a €1,995 loan to purchase a car, which he intends to repay over a 12-month period.""",good risk
67,female,3,own,little,moderate,1199,9,education,"""""""

customer_description = ""This 67-year-old female customer is a highly skilled professional who owns her residence. She has a moderate current account balance and a relatively small savings account, and is seeking a €1,199 loan for educational purposes, to be repaid over a 9-month period.""",good risk
22,male,2,own,little,moderate,1331,12,radio/TV,"""""""

        This 22-year-old male customer is a skilled worker who owns his residence. He has a moderate current account and a small savings account, and is seeking a €1,331 loan for 12 months to purchase a radio or TV.",good risk
28,female,2,own,moderate,moderate,2278,18,car,"""""""

        This 28-year-old female customer, employed in a skilled profession, is a homeowner with moderate savings and current accounts. She is seeking a €2,278 loan to finance a car purchase, with a repayment period of 18 months.",good risk
29,female,2,own,unknown,unknown,5003,21,car,"""""""

        This 29-year-old female customer, employed in a skilled profession, is a homeowner. She has requested a €5,003 loan to finance a car purchase, with a repayment term of 21 months. No information is available regarding her savings or checking account history.",good risk
27,male,2,own,little,little,3552,24,furniture/equipment,"""""""

        This 27-year-old male customer is a skilled worker who owns his residence. He has limited savings and current accounts, and is seeking a €3,552 loan to purchase furniture and equipment, with a repayment term of 24 months.",good risk
31,male,1,own,little,moderate,1928,18,furniture/equipment,"""""""

        The customer is a 31-year-old male who is an unskilled worker and a resident. He owns his home and has a moderate current account balance, although his savings account balance is relatively little. He is seeking a €1,928 loan to purchase furniture and equipment, which he intends to repay over an 18-month period.",bad risk
49,male,2,free,unknown,little,2964,24,car,"""""""

        This 49-year-old male customer, employed in a skilled profession, owns his residence outright. He has a limited current account balance and no information is available regarding his savings account. He is seeking a €2,964 loan to finance a car purchase, which he intends to repay over a 24-month period.",good risk
24,male,1,rent,little,little,1546,24,radio/TV,"""""""

customer_description = ""The customer is a 24-year-old male, currently working in an unskilled and resident capacity. He rents his accommodation and has limited savings, with little in both his savings and current accounts. He is seeking a loan of €1,546 to be repaid over 24 months, with the purpose of purchasing a radio or TV.""",bad risk
29,female,2,own,little,rich,683,6,radio/TV,"""""""

customer_description = ""This 29-year-old female customer is a skilled worker who owns her residence. She has a limited savings account but a substantial current account, and is seeking a €683 loan for a period of 6 months to purchase a radio or TV.""",good risk
37,male,2,free,unknown,moderate,12389,36,car,"""""""

customer_description = ""The customer is a 37-year-old male with a skilled occupation, who owns his residence. He has a moderate current account, but no information is available regarding his savings account. He is seeking a €12,389 loan to finance a car purchase, which he intends to repay over 36 months.""",good risk
37,male,3,own,unknown,moderate,4712,24,business,"""""""

customer_description = ""This 37-year-old male customer is a highly skilled worker and a homeowner. He has a moderate current account, but no information is available about his savings account. He is seeking a €4,712 loan for business purposes, to be repaid over a 24-month period.""",good risk
23,female,2,rent,moderate,moderate,1553,24,radio/TV,"""""""

        This 23-year-old female customer is a skilled worker who rents her residence. She has moderate savings and current accounts, and is seeking a €1,553 loan for 24 months to purchase a radio or TV.",bad risk
36,male,2,own,little,little,1372,12,car,"""""""

customer_description = ""The customer is a 36-year-old male with a skilled occupation, who owns his residence. He has limited savings and current accounts, and is seeking a €1,372 loan for 12 months to finance a car purchase.""",good risk
34,male,2,own,rich,unknown,2578,24,radio/TV,"""""""

        This 34-year-old male customer, employed in a skilled profession, is a homeowner with a rich savings account. He has requested a €2,578 loan for 24 months to purchase a radio/TV, although no information is available regarding his checking account.",good risk
41,male,2,own,unknown,moderate,3979,48,radio/TV,"""""""

        This 41-year-old male customer, classified as skilled in his profession, is a homeowner. He has a moderate current account, but no information is available regarding his savings account. He is seeking a €3,979 loan, to be repaid over 48 months, for the purpose of purchasing a radio or TV.",good risk
31,female,2,own,little,little,6758,48,radio/TV,"""""""

        This 31-year-old female customer is a skilled worker who owns her residence. She has limited savings and checking accounts, and is seeking a €6,758 loan to be repaid over 48 months, with the purpose of purchasing a radio or TV.",good risk
23,female,1,rent,little,little,3234,24,furniture/equipment,"""""""

        This 23-year-old female customer is an unskilled worker and resident, currently renting her accommodation. She has limited savings and checking accounts, and is seeking a €3,234 loan to purchase furniture and equipment, which she intends to repay over 24 months.",bad risk
38,male,2,own,little,unknown,5954,30,radio/TV,"""""""

        This 38-year-old male customer, classified as skilled, is a homeowner. He has a limited savings account and has requested a €5,954 loan for a radio/TV purchase, to be repaid over 30 months; however, no information is available regarding his checking account.",good risk
26,female,3,rent,unknown,unknown,5433,24,car,"""""""

        This 26-year-old female customer, classified as highly skilled, currently rents her residence. She has requested a €5,433 loan to finance a car purchase, with a repayment term of 24 months. No information is available regarding her savings or checking account history.",good risk
22,female,1,own,little,little,806,15,business,"""""""

        This 22-year-old female customer is an unskilled worker residing in her own home. She has limited savings and checking accounts, and is seeking a €806 loan for business purposes, to be repaid over 15 months.",bad risk
27,male,1,own,little,moderate,1082,9,radio/TV,"""""""

customer_description = ""This 27-year-old male customer is an unskilled worker and resident, who owns his home. He has a moderate current account and a small savings account, and is seeking a €1,082 loan for 9 months to purchase a radio or TV.""",bad risk
24,female,2,own,little,unknown,2788,15,furniture/equipment,"""""""

customer_description = ""This 24-year-old female customer is a skilled worker who owns her residence. She has a limited savings account and has requested a €2,788 credit for 15 months to purchase furniture and equipment, although no information is available about her checking account.""",good risk
27,female,2,own,little,moderate,2930,12,radio/TV,"""""""

customer_description = ""This 27-year-old female customer, employed in a skilled profession, is a homeowner with a moderate current account balance and limited savings. She has requested a €2,930 loan to be repaid over 12 months, intended for the purchase of a radio or TV.""",good risk
33,female,2,own,unknown,unknown,1927,24,education,"""""""

        This 33-year-old female customer, employed in a skilled profession, is a homeowner. She has requested a €1,927 loan for educational purposes, to be repaid over a 24-month period. No information is available regarding her savings or checking account history.",good risk
27,male,2,own,little,moderate,2820,36,car,"""""""

        This 27-year-old male customer is a skilled worker who owns his residence. He has a moderate current account and a small savings account, and is seeking a €2,820 loan to purchase a car, which he intends to repay over 36 months.",good risk
27,male,1,own,little,unknown,937,24,education,"""""""

        The customer is a 27-year-old male who is an unskilled worker and resident, owning his home. He has a small savings account, but there is no information available about his checking account. He is seeking a €937 loan for educational purposes, which he intends to repay over a 24-month period.",bad risk
30,male,2,own,little,moderate,1056,18,car,"""""""

        The customer is a 30-year-old male with a skilled occupation, who owns his residence. He has a moderate current account and a small savings account, and is seeking a €1,056 loan to finance a car purchase, with a repayment period of 18 months.",good risk
49,male,1,own,little,moderate,3124,12,car,"""""""

        The customer is a 49-year-old male who is an unskilled worker and a resident, owning his residence. He has a moderate current account and a small savings account, and is seeking a €3,124 loan to purchase a car, which he intends to repay over a 12-month period.",good risk
26,female,2,rent,little,unknown,1388,9,furniture/equipment,"""""""

        This 26-year-old female customer, employed in a skilled profession, currently rents her residence. She has a limited savings account and has requested a €1,388 loan to finance furniture and equipment, with a repayment term of 9 months; however, no information is available regarding her checking account.",good risk
33,male,1,rent,little,moderate,2384,36,repairs,"""""""

customer_description = ""The customer is a 33-year-old male, currently working in an unskilled and resident capacity. He rents his accommodation and has a moderate current account balance, although his savings account balance is relatively little. He is seeking a €2,384 loan, to be repaid over 36 months, for the purpose of funding repairs.""",bad risk
52,female,3,free,unknown,unknown,2133,12,car,"""""""

        This 52-year-old female customer, employed in a highly skilled profession, owns her residence outright. She has requested a €2,133 loan to finance a car purchase, with a repayment term of 12 months; however, no information is available regarding her savings or checking account history.",good risk
20,female,2,rent,little,little,2039,18,furniture/equipment,"""""""

        The customer is a 20-year-old female with a skilled occupation, who currently rents her residence. She has limited savings and checking accounts, and is seeking a €2,039 loan for 18 months to finance furniture and equipment purchases.",bad risk
36,male,2,rent,little,little,2799,9,car,"""""""

    This 36-year-old male customer, classified as skilled, currently rents his residence. He has limited savings and checking accounts, and is seeking a €2,799 loan for a car purchase, to be repaid over a 9-month period.",good risk
21,male,1,own,little,little,1289,12,furniture/equipment,"""""""

        The customer is a 21-year-old male who is an unskilled worker and a resident. He owns his home and has limited savings and checking accounts. He is seeking a €1,289 loan to purchase furniture and equipment, which he intends to repay over a 12-month period.",bad risk
47,male,1,own,little,little,1217,18,domestic appliances,"""""""

        This 47-year-old male customer is an unskilled worker residing in his own home. He has limited savings and current accounts, and is seeking a €1,217 loan for 18 months to purchase domestic appliances.",bad risk
60,male,2,own,little,little,2246,12,furniture/equipment,"""""""

customer_description = ""This 60-year-old male customer, classified as skilled, is a homeowner. He has limited savings and current accounts, and is seeking a €2,246 loan to finance furniture and equipment, with a repayment term of 12 months.""",good risk
58,female,1,own,little,little,385,12,radio/TV,"""""""

customer_description = ""This 58-year-old female customer is an unskilled worker and resident, who owns her home. She has limited savings and current accounts, and is seeking a €385 loan for 12 months to purchase a radio or TV.""",bad risk
42,female,2,rent,unknown,moderate,1965,24,car,"""""""

        This 42-year-old female customer, employed in a skilled profession, rents her residence. She has a moderate current account and is seeking a €1,965 loan to finance a car purchase, with a repayment term of 24 months; however, no information is available regarding her savings account.",good risk
36,female,1,own,rich,unknown,1572,21,business,"""""""

        This 36-year-old female customer, who is an unskilled worker and resident, owns her home and has a rich savings account. She is seeking a €1,572 loan for business purposes, to be repaid over 21 months, but no information is available about her checking account.",good risk
20,female,1,rent,little,moderate,2718,24,car,"""""""

        This 20-year-old female customer, who is an unskilled worker and resident, rents her accommodation. She has a moderate current account and a small savings account, and is seeking a €2,718 loan to purchase a car, which she wishes to repay over 24 months.",bad risk
40,male,3,own,unknown,little,1358,24,vacation/others,"""""""

        This 40-year-old male customer is a highly skilled worker who owns his residence. He has a limited current account balance, and no information is available regarding his savings account. He is seeking a €1,358 loan for a vacation or other purposes, to be repaid over a 24-month period.",good risk
32,female,1,own,moderate,moderate,931,6,car,"""""""

        This 32-year-old female customer, who is an unskilled worker and resident, owns her home and maintains moderate savings and current accounts. She is seeking a €931 loan for a car purchase, to be repaid over a 6-month period.",good risk
23,female,2,rent,little,little,1442,24,car,"""""""

        This 23-year-old female customer is a skilled worker who rents her accommodation. She has limited savings and current accounts, and is seeking a €1,442 loan to purchase a car, which she intends to repay over 24 months.",bad risk
36,male,1,own,little,moderate,4241,24,business,"""""""

        This 36-year-old male customer is an unskilled worker residing in his own home. He has a moderate current account and a small savings account, and is seeking a €4,241 loan for business purposes, to be repaid over 24 months.",bad risk
31,male,2,own,little,unknown,2775,18,car,"""""""

        The customer is a 31-year-old male with a skilled occupation, who owns his residence. He has a limited savings account and has requested a €2,775 loan for the purpose of purchasing a car, with a repayment period of 18 months; however, there is no information available regarding his checking account.",good risk
32,male,2,free,little,unknown,3863,24,business,"""""""

description = ""The customer is a 32-year-old male with a skilled occupation, who owns his residence free of mortgage. He has a small savings account, but no information is available about his checking account, and is seeking a €3,863 loan for business purposes, to be repaid over 24 months.""",good risk
45,female,2,own,little,moderate,2329,7,radio/TV,"""""""

        This 45-year-old female customer, employed in a skilled profession, is a homeowner with a moderate current account balance and limited savings. She has requested a €2,329 loan for a 7-month term to finance a radio/TV purchase.",good risk
30,female,2,own,little,moderate,918,9,furniture/equipment,"""""""

description = ""This 30-year-old female customer, employed in a skilled profession, is a homeowner with a moderate current account balance and limited savings. She is seeking a €918 loan, repayable over 9 months, to finance furniture and equipment purchases.""

# Output: description
print(description)",good risk
